transaction_id,customer_id,amount,amount_log,hour,day_of_week,is_weekend,is_night,product_risk,is_high_amount,location_risk,is_fraud
TXN_00079022,CUST_0000695,235.0540349268315,5.464060740372284,9,5,1,0,0.7,0,0.3659407974754392,0
TXN_00084936,CUST_0000384,415.02703322973343,6.030750241875233,10,0,0,0,0.7,0,0.0157736738622879,0
TXN_00016821,CUST_0000934,55.25024640957797,4.029810421689654,4,6,1,1,0.2,0,0.0013975464524433,0
TXN_00036733,CUST_0000529,63.72768947248062,4.170189077072214,5,6,1,1,0.7,0,0.042091467044748,0
TXN_00015602,CUST_0000778,77.25025592706434,4.359912100048324,10,1,0,0,0.7,0,0.5197451128791737,0
TXN_00028533,CUST_0000997,175.02407510188286,5.170620776034812,10,6,1,0,0.2,0,0.0639590743829134,0
TXN_00069769,CUST_0000436,75.41268518423865,4.336148718832865,22,1,0,1,0.2,0,0.106392938099767,0
TXN_00011405,CUST_0000457,39.89997745641784,3.711129511860776,9,0,0,0,0.3,0,0.0788514621529673,0
FRAUD_00096852,CUST_0000162,1410.239875123356,7.252223941034845,4,3,0,1,0.7,0,0.0570277899031754,1
TXN_00016130,CUST_0000668,350.4506238949461,5.862069228822917,13,6,1,0,0.7,0,0.104791473819948,0
TXN_00019792,CUST_0000419,173.3281821480631,5.1609396270524055,9,2,0,0,0.5,0,0.0231337865876305,0
TXN_00089577,CUST_0000248,617.4614764916839,6.427234904511457,0,1,0,1,0.7,0,0.1165999330932721,0
TXN_00040163,CUST_0000869,188.2140335965986,5.242878827210616,9,3,0,0,0.3,0,0.5243692096144102,0
TXN_00031776,CUST_0000116,591.6473434469023,6.384599523016353,23,0,0,1,0.7,0,0.0514361073128918,0
TXN_00025330,CUST_0000661,4473.613771996589,8.406175319050488,21,3,0,0,0.7,1,0.3858855963741874,0
TXN_00079156,CUST_0000175,214.63393220059532,5.373582211626058,8,6,1,0,0.2,0,0.128439262978523,0
TXN_00051685,CUST_0000005,1428.841686596673,7.26531900845164,4,5,1,1,0.2,0,0.0570933210450355,0
TXN_00075498,CUST_0000830,1049.880778551777,6.957383928240653,4,3,0,1,0.3,0,0.4742761571305697,0
TXN_00004727,CUST_0000032,1976.5869943365772,7.5896326907533656,4,2,0,1,0.7,1,0.0177793701791299,0
TXN_00085198,CUST_0000909,354.33058926460257,5.873048593507981,8,0,0,0,0.3,0,0.4660693519733317,0
TXN_00035795,CUST_0000326,2808.7326453463747,7.940844613796465,5,4,0,1,0.7,1,0.0337722543318475,0
TXN_00012256,CUST_0000705,55.35358250269529,4.031645814377883,0,5,1,1,0.7,0,0.4657188689394997,0
TXN_00035718,CUST_0000637,178.4939228760682,5.19014135151158,8,0,0,0,0.7,0,0.2187109359760901,0
TXN_00070551,CUST_0000298,169.44506869642052,5.138413067079572,14,6,1,0,0.3,0,0.2670602067975761,0
TXN_00054374,CUST_0000230,30.998773602160018,3.4656975771328082,9,2,0,0,0.7,0,0.1556455395421416,0
TXN_00039691,CUST_0000541,219.8264319587857,5.397377017196543,11,3,0,0,0.3,0,0.0418920457659797,0
TXN_00093702,CUST_0000504,55.381606757990625,4.032142984002671,23,3,0,1,0.2,0,0.2063110555321253,0
TXN_00073691,CUST_0000450,217.95239203755568,5.388854318227947,21,1,0,0,0.7,0,0.0045958101889624,0
FRAUD_00098070,CUST_0000925,2388.906716738721,7.779009613510586,18,4,0,0,0.7,1,0.075359740801765,1
TXN_00000575,CUST_0000831,150.6026928504279,5.021263235916133,2,1,0,1,0.5,0,0.4915468528563716,0
TXN_00084610,CUST_0000525,40.14221753633761,3.717034784967998,12,2,0,0,0.7,0,0.314587054658498,0
TXN_00061769,CUST_0000731,4179.147819999696,8.338101888529815,3,4,0,1,0.7,1,0.4382677020211108,0
TXN_00032260,CUST_0000935,98.16037255860466,4.596738464306005,2,3,0,1,0.5,0,0.0676381253998927,0
TXN_00082199,CUST_0000616,211.1643340991816,5.357361135235209,6,0,0,1,0.7,0,0.2844671853276082,0
TXN_00036290,CUST_0000253,308.80285805722707,5.735936153431585,9,5,1,0,0.7,0,0.2910319179347288,0
TXN_00078449,CUST_0000941,416.4619757280826,6.034193464042829,15,4,0,0,0.3,0,0.0181566138655474,0
TXN_00060055,CUST_0000121,567.2416445593127,6.342546758813398,3,4,0,1,0.3,0,0.2772386537388814,0
TXN_00045948,CUST_0000668,432.02476511232294,6.070794920621748,3,1,0,1,0.7,0,0.0982549670136867,0
TXN_00028177,CUST_0000482,301.39799305591805,5.7117440075635075,1,0,0,1,0.7,0,0.0181988605302689,0
TXN_00084463,CUST_0000481,117.57932149840109,4.77558211637384,8,3,0,0,0.7,0,0.5322508219502334,0
TXN_00000578,CUST_0000561,570.7959202782862,6.348782144987428,22,2,0,1,0.3,0,0.2142500785521263,0
TXN_00030959,CUST_0000667,346.6898613949926,5.851310879529127,22,1,0,1,0.5,0,0.1240744312509679,0
TXN_00064290,CUST_0000807,346.504765278917,5.850778377943679,13,3,0,0,0.7,0,0.0142366893363221,0
TXN_00014531,CUST_0000349,218.96139711849537,5.39345206331291,22,6,1,1,0.5,0,0.0179644230507498,0
TXN_00017933,CUST_0000303,376.93381677410787,5.9347190923907265,0,4,0,1,0.7,0,0.1914921426214199,0
TXN_00033608,CUST_0000639,1900.306531313863,7.550296576892864,16,6,1,0,0.7,0,0.2504784776738956,0
TXN_00049959,CUST_0000975,475.571363543265,6.166617477973332,9,6,1,0,0.2,0,0.173605297140183,0
TXN_00066598,CUST_0000601,476.727972733692,6.169041475796215,5,2,0,1,0.7,0,0.2484588382669592,0
FRAUD_00099089,CUST_0000380,2591.1204648730336,7.860231532037666,13,0,0,0,0.7,1,0.0494393460811391,1
TXN_00034451,CUST_0000260,136.35110880860307,4.922540485378032,2,1,0,1,0.7,0,0.0270266628661257,0
TXN_00034080,CUST_0000735,225.98834844042008,5.424898687707754,6,1,0,1,0.7,0,0.0265871963709715,0
TXN_00063587,CUST_0000472,119.99327276851756,4.795734947096773,3,2,0,1,0.7,0,0.0503262687949334,0
TXN_00004293,CUST_0000895,823.9067781235957,6.715270383736304,12,0,0,0,0.2,0,0.0509699425324166,0
TXN_00069102,CUST_0000140,1622.629665980649,7.392419456527707,4,5,1,1,0.2,0,0.4485027795239113,0
TXN_00086411,CUST_0000494,1010.5625396787076,6.91925148334573,9,2,0,0,0.5,0,0.0038376347801525,0
FRAUD_00099476,CUST_0000114,141.26372749085692,4.957682570922296,18,1,0,0,0.7,0,0.1525990340168131,1
TXN_00053929,CUST_0000165,676.0958234690553,6.517812804209476,3,0,0,1,0.5,0,0.3025109567768574,0
TXN_00087070,CUST_0000854,120.28034643482331,4.798104778377641,0,1,0,1,0.3,0,0.4861690282026359,0
TXN_00065083,CUST_0000737,77.58662836386551,4.3642015623655395,1,0,0,1,0.7,0,0.1661211370753326,0
TXN_00030712,CUST_0000789,986.975739245408,6.895658142026751,2,2,0,1,0.3,0,0.5731404847128653,0
TXN_00049182,CUST_0000077,3618.096582906868,8.193979710940946,5,1,0,1,0.7,1,0.0810659358376522,0
TXN_00057234,CUST_0000168,210.86693952521372,5.355958433872226,7,2,0,0,0.3,0,0.0140053348556813,0
TXN_00015663,CUST_0000353,1885.8994807936017,7.542690274629924,12,3,0,0,0.7,0,0.1153324763349199,0
TXN_00019966,CUST_0000063,258.2343882317899,5.557732626325485,5,6,1,1,0.2,0,0.4795684324867515,0
TXN_00091912,CUST_0000723,154.59631589124328,5.047264934672496,1,3,0,1,0.5,0,0.0108272235735505,0
TXN_00091957,CUST_0000143,228.16781669218776,5.434454559153208,8,3,0,0,0.2,0,0.2006940127222382,0
TXN_00081346,CUST_0000587,166.36682813403985,5.120187979124364,9,6,1,0,0.5,0,0.3860543658191154,0
TXN_00055325,CUST_0000849,1476.1745230012489,7.29788643601222,4,0,0,1,0.7,0,0.0564918154188117,0
TXN_00029857,CUST_0000238,742.0247867488572,6.610729404523168,13,0,0,0,0.5,0,0.4041609912596715,0
TXN_00071222,CUST_0000695,35.73577364219249,3.603751038934664,3,5,1,1,0.7,0,0.1281640299978682,0
TXN_00052458,CUST_0000026,176.91311493929894,5.1812953128050125,2,0,0,1,0.7,0,0.0443224447371145,0
TXN_00088345,CUST_0000024,1667.4371096109355,7.419642604709648,8,0,0,0,0.2,0,0.4616600464160103,0
TXN_00082363,CUST_0000623,82.46537600719108,4.424431887265647,23,2,0,1,0.5,0,0.0391143424696206,0
TXN_00065349,CUST_0000882,926.385107740382,6.832368913752497,4,2,0,1,0.2,0,0.0056176482997668,0
TXN_00059649,CUST_0000025,524.9580363330613,6.265221430720725,19,1,0,0,0.7,0,0.0231533097835643,0
TXN_00044952,CUST_0000211,194.30617632171555,5.27456846217375,6,6,1,1,0.7,0,0.12201875956221,0
TXN_00039525,CUST_0000037,541.7385010958616,6.296627622160612,8,3,0,0,0.7,0,0.0238904920664142,0
TXN_00013935,CUST_0000293,2240.425283579307,7.714867229816333,3,4,0,1,0.3,1,0.1206946356600158,0
TXN_00093780,CUST_0000064,122.35779465702662,4.815089032361336,2,1,0,1,0.7,0,0.0066379965665621,0
TXN_00089884,CUST_0000104,1653.6155519787812,7.41132396594966,2,2,0,1,0.3,0,0.6153364297371097,0
TXN_00081143,CUST_0000000,583.9627276880782,6.371548131848362,9,4,0,0,0.7,0,0.0728721464066924,0
FRAUD_00095799,CUST_0000092,36728.09493969,10.511324497608678,5,4,0,1,0.7,1,0.1167156759749052,1
TXN_00089404,CUST_0000359,805.7525218545586,6.693016956870239,4,2,0,1,0.2,0,0.1297407866326528,0
TXN_00055223,CUST_0000049,824.1974532355729,6.715622694953329,23,1,0,1,0.5,0,0.3130552465002674,0
TXN_00073645,CUST_0000608,300.7691724241887,5.709662395404753,5,4,0,1,0.7,0,0.2706429189505178,0
TXN_00066293,CUST_0000528,1211.8812538956918,7.1007540095895685,7,6,1,0,0.5,0,0.3202648983503785,0
TXN_00065539,CUST_0000330,1294.8726218841944,7.1669395864986924,13,6,1,0,0.7,0,0.3455617703893442,0
TXN_00028110,CUST_0000879,223.9233495505399,5.415759675499402,2,6,1,1,0.7,0,0.2043404768607846,0
TXN_00041928,CUST_0000639,272.50929164678905,5.611335594399365,9,1,0,0,0.5,0,0.2521237890486104,0
TXN_00086546,CUST_0000608,88.2876341267427,4.491863002669437,8,2,0,0,0.2,0,0.05372093791315,0
TXN_00082585,CUST_0000791,1967.7271282280549,7.585142485098489,23,6,1,1,0.7,1,0.507491128565103,0
TXN_00038603,CUST_0000699,115.18125226417328,4.755151491161602,22,1,0,1,0.3,0,0.0855496915608641,0
TXN_00091657,CUST_0000214,546.9321264571283,6.306151422447067,5,6,1,1,0.3,0,0.010977820765539,0
TXN_00062786,CUST_0000844,285.08551858249297,5.656290782146174,22,2,0,1,0.2,0,0.0623528411526005,0
TXN_00084340,CUST_0000130,677.9934512761137,6.520611482852559,12,0,0,0,0.7,0,0.098079427631876,0
TXN_00039874,CUST_0000175,132.66487625343214,4.895335743936024,17,6,1,0,0.2,0,0.272839816739892,0
TXN_00078468,CUST_0000905,231.3750999161928,5.448352876019753,9,4,0,0,0.2,0,0.4226480068504925,0
TXN_00031631,CUST_0000016,134.2288630212004,4.90696862470904,22,5,1,1,0.3,0,0.0460229542868841,0
TXN_00014952,CUST_0000685,383.2284699244093,5.951237349422495,11,5,1,0,0.7,0,0.0477310458318384,0
TXN_00039331,CUST_0000870,202.0256317395723,5.313332235798025,2,3,0,1,0.3,0,0.2299125385001898,0
TXN_00048587,CUST_0000299,147.02944524559155,4.997411208337426,8,2,0,0,0.5,0,0.077629476257703,0
TXN_00083594,CUST_0000594,317.43739639577547,5.763425898065157,0,4,0,1,0.7,0,0.0086958409659535,0
TXN_00041487,CUST_0000322,1128.2025849190964,7.029266985536381,21,5,1,0,0.3,0,0.1405704781353846,0
TXN_00039627,CUST_0000013,1462.9449436308423,7.288890087004569,6,6,1,1,0.3,0,0.2654506899231315,0
TXN_00087894,CUST_0000032,297.5258110436734,5.69885639825245,19,2,0,0,0.3,0,0.1689154117138551,0
TXN_00026303,CUST_0000194,149.52068358361447,5.014100507195222,2,2,0,1,0.2,0,0.2225090374857331,0
TXN_00067403,CUST_0000467,3209.530678262204,8.074191522791066,5,0,0,1,0.2,1,0.144236014722811,0
FRAUD_00098084,CUST_0000246,211.93340370591145,5.360979458163824,17,1,0,0,0.7,0,0.2664985660086176,1
FRAUD_00095601,CUST_0000051,153.95460279878407,5.0431321888508736,18,6,1,0,0.7,0,0.0392942761734892,1
TXN_00005019,CUST_0000641,30.169298193777227,3.439433578087118,5,3,0,1,0.7,0,0.0474883802865002,0
TXN_00005223,CUST_0000216,400.1438375670551,5.994320060164818,6,2,0,1,0.5,0,0.1329696368557662,0
TXN_00015780,CUST_0000960,1111.9997950703416,7.014814167151846,9,5,1,0,0.3,0,0.1467686934943858,0
TXN_00045556,CUST_0000927,515.9570544862534,6.247959804300464,17,4,0,0,0.3,0,0.0252429154659311,0
TXN_00012896,CUST_0000381,1837.7245838371416,7.516827449297827,0,3,0,1,0.7,0,0.2421148888384505,0
TXN_00034304,CUST_0000307,2352.617947548561,7.763708975391077,14,4,0,0,0.3,1,0.2761258643867639,0
TXN_00093322,CUST_0000876,1069.3483619003127,6.975739446338382,10,5,1,0,0.5,0,0.2410682950932933,0
TXN_00005324,CUST_0000470,152.5036448545351,5.033724311726029,7,4,0,0,0.2,0,0.5345567612022055,0
TXN_00052925,CUST_0000675,425.81795516397,6.056357587811619,7,0,0,0,0.7,0,0.5882916414319949,0
TXN_00062864,CUST_0000695,65.3598968502575,4.195092910924675,7,5,1,0,0.7,0,0.082907707584211,0
TXN_00008018,CUST_0000799,4982.735827128,8.513935054874716,10,5,1,0,0.2,1,0.1064992236122209,0
TXN_00082944,CUST_0000500,41.503151066147595,3.749578215914819,7,3,0,0,0.7,0,0.3885562706296631,0
TXN_00090376,CUST_0000203,118.89829515169149,4.786643843014042,4,6,1,1,0.7,0,0.2632896799362778,0
TXN_00041720,CUST_0000239,146.5436717674509,4.994124211736235,3,6,1,1,0.5,0,0.1761340339699269,0
TXN_00000866,CUST_0000270,52.04414439946758,3.9711244800699155,10,4,0,0,0.7,0,0.1959452415577099,0
FRAUD_00098443,CUST_0000206,390.7701433140794,5.970675298712134,18,3,0,0,0.5,0,0.1015384907982343,1
TXN_00083039,CUST_0000520,3.5768349589560753,1.5210077022396533,15,0,0,0,0.3,0,0.0587449737676446,0
TXN_00013924,CUST_0000121,820.5931959191523,6.7112453770795115,6,3,0,1,0.2,0,0.0723561609224989,0
TXN_00079892,CUST_0000906,142.72662002878008,4.967913023171556,0,0,0,1,0.5,0,0.0434319545480426,0
TXN_00031183,CUST_0000060,266.02246942287314,5.587332810001251,11,5,1,0,0.7,0,0.3435137887353623,0
TXN_00013799,CUST_0000342,169.8420756084236,5.140739595328306,9,0,0,0,0.5,0,0.0828089842230789,0
TXN_00040988,CUST_0000812,323.29735533278847,5.781660858277826,10,1,0,0,0.3,0,0.0848611383282615,0
TXN_00066733,CUST_0000757,73.27581951224377,4.30778545477476,16,3,0,0,0.2,0,0.0356361603092488,0
TXN_00078330,CUST_0000362,126.83787680861914,4.850762873687143,1,5,1,1,0.7,0,0.3018017383743866,0
TXN_00024378,CUST_0000873,2066.514562786489,7.634102470542442,10,5,1,0,0.7,1,0.0285094689625803,0
TXN_00023414,CUST_0000731,148.32240348964805,5.006107750150754,0,4,0,1,0.2,0,0.1155258167412776,0
FRAUD_00097559,CUST_0000288,19191.830372173583,9.862292070162008,20,1,0,0,0.7,1,0.0658846392435372,1
TXN_00022992,CUST_0000082,689.5443621103319,6.53748021714383,9,2,0,0,0.2,0,0.1377437086475295,0
TXN_00003231,CUST_0000644,203.11441420714888,5.31868069058103,5,5,1,1,0.3,0,0.3110097653784684,0
TXN_00041995,CUST_0000012,245.07592916354344,5.505640143444521,1,4,0,1,0.7,0,0.1902351675491255,0
TXN_00049187,CUST_0000869,1011.6385198228452,6.9203145993246755,3,5,1,1,0.2,0,0.1532317712458269,0
TXN_00022514,CUST_0000723,198.62679444478223,5.2964495955732085,23,3,0,1,0.7,0,0.0261343806811143,0
TXN_00021325,CUST_0000111,178.64602699057272,5.190988398038459,5,2,0,1,0.7,0,0.0775995911834948,0
TXN_00086233,CUST_0000261,169.28589053504936,5.137478733590709,23,0,0,1,0.7,0,0.0490832487142574,0
TXN_00088126,CUST_0000262,271.46155157249586,5.607497509001638,7,4,0,0,0.7,0,0.2050249390407141,0
TXN_00029823,CUST_0000602,1453.3717910619123,7.282329327650624,1,6,1,1,0.2,0,0.2426109838108595,0
TXN_00092484,CUST_0000434,669.9183216113219,6.508647403200761,7,0,0,0,0.7,0,0.2464220725108377,0
TXN_00068424,CUST_0000850,412.2259484586612,6.023994534060415,15,4,0,0,0.2,0,0.1573923817914857,0
TXN_00064483,CUST_0000483,54.714773067944726,4.020245337403487,22,4,0,1,0.2,0,0.0565956400603084,0
TXN_00051019,CUST_0000359,180.05559158021353,5.198804119911565,10,2,0,0,0.7,0,0.2408198005101524,0
TXN_00026753,CUST_0000076,224.60493870477532,5.418785410806167,2,5,1,1,0.7,0,0.4164238809061415,0
TXN_00049963,CUST_0000723,569.7889396108413,6.347019508419222,8,3,0,0,0.5,0,0.3685593988831031,0
TXN_00042731,CUST_0000724,752.6526990892402,6.624931650606511,1,1,0,1,0.7,0,0.1104937274881547,0
TXN_00029056,CUST_0000968,648.4250018663463,6.4760873588758185,11,5,1,0,0.7,0,0.300327945557973,0
TXN_00055317,CUST_0000875,328.46647469994707,5.797474602787172,4,6,1,1,0.7,0,0.0001405250123629,0
TXN_00035496,CUST_0000422,1789.6765601622687,7.49034879399453,2,2,0,1,0.7,0,0.0841934837240674,0
TXN_00056337,CUST_0000375,136.2269194307005,4.921635901809075,13,3,0,0,0.7,0,0.1408016550977849,0
TXN_00079277,CUST_0000999,230.25109109094169,5.443504094612503,2,2,0,1,0.7,0,0.1355504726974363,0
TXN_00005464,CUST_0000995,253.9725037441604,5.541155710890248,4,4,0,1,0.2,0,0.0366282407436553,0
TXN_00070155,CUST_0000305,176.40842752631315,5.17845457453242,7,0,0,0,0.7,0,0.1844709369245163,0
TXN_00070669,CUST_0000473,838.7946672602337,6.733157418218302,23,6,1,1,0.5,0,0.4473134784335436,0
TXN_00056013,CUST_0000266,887.3508580782167,6.789366775405034,22,3,0,1,0.3,0,0.030987534998286,0
TXN_00012085,CUST_0000309,398.5076865543539,5.9902330054576645,1,2,0,1,0.7,0,0.1148185866501918,0
TXN_00056818,CUST_0000998,122.14944960448128,4.813398655246623,1,2,0,1,0.7,0,0.2605511881329204,0
TXN_00020000,CUST_0000718,409.5197177454885,6.017423961223659,23,1,0,1,0.3,0,0.0439553653852672,0
TXN_00069066,CUST_0000410,279.4498590438381,5.636394953347117,7,5,1,0,0.3,0,0.5038714160262825,0
TXN_00050452,CUST_0000541,620.5410987823409,6.432202037135003,6,6,1,1,0.7,0,0.2294687002475766,0
TXN_00090709,CUST_0000813,172.3633421120466,5.155389635492015,0,6,1,1,0.7,0,0.0096945689473729,0
TXN_00052884,CUST_0000294,83.56888134324461,4.437566366122923,10,4,0,0,0.2,0,0.0087613477673127,0
TXN_00030963,CUST_0000878,625.4658863817833,6.440094321747116,1,4,0,1,0.3,0,0.5078579149550891,0
TXN_00034573,CUST_0000764,665.1070323098861,6.5014503668020565,7,4,0,0,0.5,0,0.3585887545383977,0
TXN_00015294,CUST_0000008,279.96839318577173,5.638242183241486,7,0,0,0,0.7,0,0.1499494879744125,0
TXN_00027918,CUST_0000145,93.8642393344654,4.552446809883754,7,0,0,0,0.7,0,0.2842518701444813,0
TXN_00046120,CUST_0000282,1983.9281635076736,7.593338002797751,5,6,1,1,0.2,1,0.564498017848482,0
TXN_00035073,CUST_0000916,2074.5136957271966,7.637963966231715,5,1,0,1,0.3,1,0.119240775612466,0
TXN_00010550,CUST_0000466,2278.2163380514003,7.731586951485227,4,3,0,1,0.3,1,0.0405664647785079,0
TXN_00091127,CUST_0000702,282.0714818626808,5.645699451835954,9,0,0,0,0.7,0,0.0843189623857862,0
TXN_00000690,CUST_0000703,541.4084267568503,6.296019272561643,11,5,1,0,0.7,0,0.1675794408774356,0
TXN_00077729,CUST_0000299,704.8212076335291,6.559361958442807,4,1,0,1,0.7,0,0.0291952099433032,0
TXN_00036096,CUST_0000931,335.3889871880551,5.818268190309811,16,6,1,0,0.2,0,0.293781194100064,0
TXN_00065351,CUST_0000482,22086.723204168757,10.002777222028788,8,1,0,0,0.5,1,0.0649727279966072,0
TXN_00011040,CUST_0000804,316.00363490104183,5.758913240376341,1,2,0,1,0.7,0,0.1492126825546113,0
TXN_00004221,CUST_0000921,213.02561609874672,5.366095709254224,10,2,0,0,0.3,0,0.068578614326314,0
TXN_00000821,CUST_0000530,138.08800732283706,4.935106878985656,23,5,1,1,0.5,0,0.1238193845005311,0
TXN_00038128,CUST_0000152,111.49625832959087,4.722919961798847,8,1,0,0,0.7,0,0.3812634084779637,0
TXN_00089151,CUST_0000168,571.6283846885593,6.3502369630186175,16,4,0,0,0.2,0,0.4013030100594413,0
TXN_00029231,CUST_0000177,2081.484494158874,7.641316928231224,22,0,0,1,0.5,1,0.2821529050713395,0
TXN_00050556,CUST_0000516,85.44042032203033,4.459455394213979,1,5,1,1,0.2,0,0.0403249052500661,0
TXN_00033684,CUST_0000797,198.0637768288305,5.293625259956677,2,3,0,1,0.7,0,0.439958636579728,0
TXN_00058753,CUST_0000992,195.25309254394304,5.279405114724056,8,3,0,0,0.7,0,0.4634595448161448,0
TXN_00027022,CUST_0000936,669.6637549716396,6.508267901048517,2,2,0,1,0.2,0,0.0426177118052788,0
TXN_00036905,CUST_0000206,389.9367036199067,5.968545663555799,0,4,0,1,0.3,0,0.1592859813706917,0
TXN_00000270,CUST_0000470,142.78878949301276,4.968345483228601,4,1,0,1,0.5,0,0.5038774445003598,0
TXN_00008866,CUST_0000731,363.63645061145434,5.898900831497208,3,4,0,1,0.7,0,0.4211567584658016,0
TXN_00015006,CUST_0000218,371.18114292556487,5.919380679103,7,5,1,0,0.3,0,0.1349367853979368,0
TXN_00004688,CUST_0000637,143.0633167028795,4.970252902262131,9,3,0,0,0.7,0,0.0948714418916523,0
TXN_00081995,CUST_0000948,2037.7148729143655,7.6200749240697405,1,3,0,1,0.3,1,0.3203557286387109,0
TXN_00084372,CUST_0000267,347.5336721301466,5.853734845705738,11,1,0,0,0.5,0,0.2173009941887766,0
TXN_00002514,CUST_0000375,237.03188399990833,5.472404631084949,6,2,0,1,0.7,0,0.0453231593900684,0
TXN_00036399,CUST_0000209,331.9793937623239,5.808080607472139,4,1,0,1,0.7,0,0.3368571958189152,0
TXN_00038868,CUST_0000065,533.1138031298575,6.28060893072992,22,2,0,1,0.7,0,0.0052107141147582,0
TXN_00058244,CUST_0000361,2174.5360164430126,7.685030357501981,8,5,1,0,0.2,1,0.0157765093792559,0
TXN_00030409,CUST_0000763,129.49552204709707,4.8713389123586675,8,1,0,0,0.7,0,0.4707225585010182,0
TXN_00054794,CUST_0000718,301.50046633534254,5.712082819074146,6,4,0,1,0.7,0,0.0432730427454886,0
TXN_00019263,CUST_0000618,827.7900069481827,6.719966814178889,2,4,0,1,0.3,0,0.2700148357764162,0
TXN_00083909,CUST_0000785,1905.7046681206969,7.553131726339651,3,5,1,1,0.5,0,0.0735734220120767,0
TXN_00026973,CUST_0000098,1074.0425479897071,6.980115519303824,8,6,1,0,0.3,0,0.3564723104487494,0
TXN_00007129,CUST_0000462,613.5981233835089,6.420968596296846,5,5,1,1,0.5,0,0.1336319310490967,0
TXN_00007144,CUST_0000840,188.06157349329172,5.242072747681803,8,4,0,0,0.2,0,0.1312478864508162,0
TXN_00045465,CUST_0000647,326.9184988598581,5.7927650984223025,23,5,1,1,0.5,0,0.4666130591128346,0
TXN_00001966,CUST_0000449,66.01171974430588,4.204867525650778,22,4,0,1,0.7,0,0.2310916355587937,0
TXN_00015152,CUST_0000928,245.93248211444947,5.509114947497212,6,4,0,1,0.2,0,0.0152986697135194,0
TXN_00019113,CUST_0000853,143.62932911875984,4.9741741184712716,7,6,1,0,0.7,0,0.0198156227342022,0
