customer_id,age,income,education,credit_score,account_age_days,is_pep,high_risk_location,registration_date,customer_segment,risk_score
CUST_00000103,27,76458,bachelor,495,3323,False,False,2016-06-27 19:39:04.043083,basic,0.4
CUST_00000104,37,20000,high_school,756,838,False,False,2023-04-17 19:39:04.043084,basic,0.3
CUST_00000105,46,50716,bachelor,812,1681,False,False,2020-12-25 19:39:04.043084,standard,0.0
CUST_00000106,68,81576,bachelor,583,2212,False,False,2019-07-13 19:39:04.043085,basic,0.4
CUST_00000107,42,36250,bachelor,652,951,False,False,2022-12-25 19:39:04.043087,basic,0.2
CUST_00000108,43,20000,high_school,644,1690,False,False,2020-12-16 19:39:04.043088,basic,0.5
CUST_00000109,38,63789,master,530,405,False,False,2024-06-23 19:39:04.043089,basic,0.4
CUST_00000110,18,48505,bachelor,470,219,False,False,2024-12-26 19:39:04.043089,basic,0.6000000000000001
CUST_00000111,39,31743,bachelor,737,1302,False,False,2022-01-08 19:39:04.043090,basic,0.0
CUST_00000112,40,142608,bachelor,627,2853,False,False,2017-10-10 19:39:04.043091,basic,0.2
CUST_00000113,76,55099,master,446,47,False,False,2025-06-16 19:39:04.043091,basic,0.6000000000000001
CUST_00000114,37,20000,high_school,643,1576,False,False,2021-04-09 19:39:04.043092,basic,0.5
CUST_00000115,44,28628,high_school,544,31,False,False,2025-07-02 19:39:04.043092,basic,0.7
CUST_00000116,39,78724,bachelor,579,671,False,False,2023-10-01 19:39:04.043093,basic,0.4
CUST_00000117,22,50437,bachelor,780,1238,False,True,2022-03-13 19:39:04.043094,standard,0.2
CUST_00000118,57,38244,high_school,383,569,False,False,2024-01-11 19:39:04.043094,basic,0.4
CUST_00000119,51,58209,phd,811,392,False,False,2024-07-06 19:39:04.043095,standard,0.0
CUST_00000120,51,105200,bachelor,323,226,False,False,2024-12-19 19:39:04.043096,basic,0.4
CUST_00000121,26,66213,bachelor,771,4172,False,False,2014-03-01 19:39:04.043096,standard,0.0
CUST_00000122,61,50655,high_school,418,924,False,False,2023-01-21 19:39:04.043097,basic,0.4
CUST_00000123,18,36009,high_school,560,149,False,False,2025-03-06 19:39:04.043098,basic,0.6000000000000001
CUST_00000124,48,75525,bachelor,538,54,False,False,2025-06-09 19:39:04.043098,basic,0.4
CUST_00000125,72,58164,phd,451,305,False,False,2024-10-01 19:39:04.043099,basic,0.6000000000000001
CUST_00000126,25,39107,bachelor,552,847,False,False,2023-04-08 19:39:04.043100,basic,0.4
CUST_00000127,31,176452,phd,440,1526,False,False,2021-05-29 19:39:04.043100,basic,0.4
CUST_00000128,41,152683,master,737,4337,False,False,2013-09-17 19:39:04.043101,standard,0.0
CUST_00000129,32,28176,bachelor,406,1966,False,False,2020-03-15 19:39:04.043102,basic,0.7
CUST_00000130,18,56649,bachelor,699,1036,False,False,2022-10-01 19:39:04.043103,standard,0.4
CUST_00000131,41,40308,bachelor,696,1202,False,False,2022-04-18 19:39:04.043103,basic,0.2
CUST_00000132,24,35286,bachelor,564,808,False,False,2023-05-17 19:39:04.043104,basic,0.6000000000000001
CUST_00000133,47,34591,high_school,610,624,False,False,2023-11-17 19:39:04.043104,basic,0.2
CUST_00000134,26,88455,bachelor,701,1681,False,False,2020-12-25 19:39:04.043105,standard,0.0
CUST_00000135,63,37600,high_school,780,213,False,False,2025-01-01 19:39:04.043106,basic,0.0
CUST_00000136,28,59664,master,625,444,False,False,2024-05-15 19:39:04.043106,basic,0.2
CUST_00000137,35,90552,master,504,4213,False,False,2014-01-19 19:39:04.043107,basic,0.4
CUST_00000138,52,25058,high_school,500,928,False,False,2023-01-17 19:39:04.043108,basic,0.7
CUST_00000139,21,61441,bachelor,489,755,False,False,2023-07-09 19:39:04.043108,basic,0.6000000000000001
CUST_00000140,43,100509,bachelor,529,2083,False,True,2019-11-19 19:39:04.043109,basic,0.4
CUST_00000141,59,20000,bachelor,617,1571,False,False,2021-04-14 19:39:04.043110,basic,0.5
CUST_00000142,18,44693,high_school,707,432,False,False,2024-05-27 19:39:04.043110,basic,0.2
CUST_00000143,42,23161,bachelor,465,1076,False,False,2022-08-22 19:39:04.043111,basic,0.7
CUST_00000144,43,55443,high_school,481,224,False,False,2024-12-21 19:39:04.043111,basic,0.4
CUST_00000145,51,21816,high_school,626,59,False,False,2025-06-04 19:39:04.043112,basic,0.5
CUST_00000146,21,20000,high_school,445,5026,False,True,2011-10-29 19:39:04.043113,basic,0.9
CUST_00000147,20,42471,high_school,489,1463,False,False,2021-07-31 19:39:04.043113,basic,0.6000000000000001
CUST_00000148,47,59985,bachelor,464,2923,False,False,2017-08-01 19:39:04.043114,basic,0.4
CUST_00000149,44,54609,phd,727,1952,False,False,2020-03-29 19:39:04.043115,standard,0.0
CUST_00000150,43,26722,bachelor,566,611,False,False,2023-11-30 19:39:04.043115,basic,0.7
CUST_00000151,45,45525,bachelor,556,2164,False,False,2019-08-30 19:39:04.043116,basic,0.4
CUST_00000152,29,20000,high_school,727,1691,False,False,2020-12-15 19:39:04.043117,basic,0.3
CUST_00000153,43,29408,bachelor,455,327,False,False,2024-09-09 19:39:04.043117,basic,0.7
CUST_00000154,44,31785,high_school,515,1068,False,False,2022-08-30 19:39:04.043118,basic,0.4
CUST_00000155,29,30848,bachelor,606,398,False,False,2024-06-30 19:39:04.043119,basic,0.2
CUST_00000156,67,86640,master,476,291,False,False,2024-10-15 19:39:04.043119,basic,0.4
CUST_00000157,47,63197,high_school,403,93,False,False,2025-05-01 19:39:04.043120,basic,0.4
CUST_00000158,22,46420,bachelor,457,857,False,False,2023-03-29 19:39:04.043121,basic,0.6000000000000001
CUST_00000159,49,32017,high_school,412,545,False,False,2024-02-04 19:39:04.043121,basic,0.4
CUST_00000160,25,137149,bachelor,577,100,False,False,2025-04-24 19:39:04.043122,basic,0.4
CUST_00000161,51,20000,high_school,703,1387,False,False,2021-10-15 19:39:04.043122,basic,0.3
CUST_00000162,57,90707,bachelor,493,1405,False,True,2021-09-27 19:39:04.043123,basic,0.4
CUST_00000163,27,51245,high_school,692,293,False,False,2024-10-13 19:39:04.043124,standard,0.2
CUST_00000164,54,76644,bachelor,551,3417,False,False,2016-03-25 19:39:04.043124,basic,0.4
CUST_00000165,46,95382,bachelor,436,1647,False,False,2021-01-28 19:39:04.043125,basic,0.4
CUST_00000166,52,57530,bachelor,471,1791,False,False,2020-09-06 19:39:04.043126,basic,0.4
CUST_00000167,68,37358,bachelor,540,4,False,False,2025-07-29 19:39:04.043126,basic,0.4
CUST_00000168,36,120998,master,406,4201,False,False,2014-01-31 19:39:04.043127,basic,0.4
CUST_00000169,28,88097,bachelor,824,5075,False,False,2011-09-10 19:39:04.043128,standard,0.0
CUST_00000170,26,52135,high_school,395,774,False,False,2023-06-20 19:39:04.043128,basic,0.4
CUST_00000171,27,30675,high_school,495,4599,False,False,2012-12-29 19:39:04.043129,basic,0.4
CUST_00000172,38,48930,master,701,1037,False,False,2022-09-30 19:39:04.043129,basic,0.0
CUST_00000173,45,55020,bachelor,463,157,False,False,2025-02-26 19:39:04.043130,basic,0.4
CUST_00000174,44,80088,bachelor,655,1843,False,False,2020-07-16 19:39:04.043131,standard,0.2
CUST_00000175,52,50067,high_school,395,894,False,False,2023-02-20 19:39:04.043132,basic,0.4
CUST_00000176,40,40333,bachelor,424,458,False,True,2024-05-01 19:39:04.043132,basic,0.4
CUST_00000177,61,35123,high_school,607,295,False,False,2024-10-11 19:39:04.043133,basic,0.2
CUST_00000178,36,36383,master,560,801,False,False,2023-05-24 19:39:04.043134,basic,0.4
CUST_00000179,80,114545,master,547,1288,False,False,2022-01-22 19:39:04.043134,basic,0.6000000000000001
CUST_00000180,49,20278,high_school,509,2294,False,False,2019-04-22 19:39:04.043135,basic,0.7
CUST_00000181,27,74043,bachelor,497,999,False,False,2022-11-07 19:39:04.043136,basic,0.4
CUST_00000182,23,20000,high_school,620,587,False,False,2023-12-24 19:39:04.043136,basic,0.7
CUST_00000183,47,83741,bachelor,751,1095,False,False,2022-08-03 19:39:04.043137,standard,0.0
CUST_00000184,36,82221,master,610,752,False,False,2023-07-12 19:39:04.043137,basic,0.2
CUST_00000185,50,33829,bachelor,788,1155,False,False,2022-06-04 19:39:04.043138,basic,0.0
CUST_00000186,47,70647,bachelor,638,1028,False,False,2022-10-09 19:39:04.043139,basic,0.2
CUST_00000187,38,22331,high_school,627,4213,False,True,2014-01-19 19:39:04.043139,basic,0.5
CUST_00000188,27,101826,master,509,1065,False,True,2022-09-02 19:39:04.043140,basic,0.4
CUST_00000189,18,43596,bachelor,605,1286,False,True,2022-01-24 19:39:04.043141,basic,0.4
CUST_00000190,33,21147,bachelor,353,2440,False,False,2018-11-27 19:39:04.043141,basic,0.7
CUST_00000191,52,20000,high_school,356,2674,False,False,2018-04-07 19:39:04.043142,basic,0.7
CUST_00000192,43,40318,bachelor,736,166,False,False,2025-02-17 19:39:04.043142,basic,0.0
CUST_00000193,21,178377,phd,428,662,False,False,2023-10-10 19:39:04.043143,basic,0.6000000000000001
CUST_00000194,42,78460,bachelor,643,3132,False,False,2017-01-04 19:39:04.043144,basic,0.2
CUST_00000195,45,112612,bachelor,765,3518,False,False,2015-12-15 19:39:04.043144,premium,0.0
CUST_00000196,26,114301,bachelor,464,230,False,True,2024-12-15 19:39:04.043145,basic,0.4
CUST_00000197,42,38269,bachelor,672,642,False,True,2023-10-30 19:39:04.043146,basic,0.2
CUST_00000198,40,45503,bachelor,562,357,False,False,2024-08-10 19:39:04.043146,basic,0.4
CUST_00000199,22,24423,high_school,670,1712,False,True,2020-11-24 19:39:04.043147,basic,0.7
CUST_00000200,45,35739,bachelor,566,2093,False,False,2019-11-09 19:39:04.043148,basic,0.4
CUST_00000201,48,20000,bachelor,725,693,False,False,2023-09-09 19:39:04.043148,basic,0.3
CUST_00000202,56,49632,bachelor,616,1232,False,False,2022-03-19 19:39:04.043149,basic,0.2
CUST_00000203,55,36807,master,391,2233,False,False,2019-06-22 19:39:04.043150,basic,0.4
CUST_00000204,19,49152,bachelor,599,1353,False,False,2021-11-18 19:39:04.043150,basic,0.6000000000000001
CUST_00000205,25,86408,high_school,540,186,False,False,2025-01-28 19:39:04.043151,basic,0.4
CUST_00000206,47,69765,phd,325,1363,False,False,2021-11-08 19:39:04.043151,basic,0.4
CUST_00000207,47,55114,bachelor,792,189,False,False,2025-01-25 19:39:04.043152,standard,0.0
CUST_00000208,47,78676,bachelor,501,1161,False,False,2022-05-29 19:39:04.043153,basic,0.4
CUST_00000209,97,57522,bachelor,705,444,False,True,2024-05-15 19:39:04.043153,standard,0.2
CUST_00000210,48,57873,bachelor,585,63,False,False,2025-05-31 19:39:04.043154,basic,0.4
CUST_00000211,57,25028,high_school,332,281,False,False,2024-10-25 19:39:04.043155,basic,0.7
CUST_00000212,54,44526,bachelor,634,691,False,False,2023-09-11 19:39:04.043155,basic,0.2
CUST_00000213,49,43314,master,749,5604,False,False,2010-03-30 19:39:04.043156,basic,0.0
CUST_00000214,35,76328,bachelor,656,323,False,False,2024-09-13 19:39:04.043157,standard,0.2
CUST_00000215,51,20931,bachelor,485,4218,False,False,2014-01-14 19:39:04.043157,basic,0.7
CUST_00000216,28,48751,high_school,602,495,False,False,2024-03-25 19:39:04.043158,basic,0.2
CUST_00000217,36,20000,high_school,741,3524,False,False,2015-12-09 19:39:04.043158,basic,0.3
CUST_00000218,32,80909,bachelor,522,3422,False,False,2016-03-20 19:39:04.043159,basic,0.4
CUST_00000219,41,41892,bachelor,601,168,False,False,2025-02-15 19:39:04.043160,basic,0.2
CUST_00000220,74,48612,phd,685,1932,False,True,2020-04-18 19:39:04.043160,basic,0.4
CUST_00000221,18,66797,bachelor,342,797,False,False,2023-05-28 19:39:04.043161,basic,0.6000000000000001
CUST_00000222,50,79551,bachelor,499,1269,False,False,2022-02-10 19:39:04.043162,basic,0.4
CUST_00000223,18,40164,bachelor,348,1638,False,False,2021-02-06 19:39:04.043162,basic,0.6000000000000001
CUST_00000224,32,43013,high_school,636,145,False,True,2025-03-10 19:39:04.043163,basic,0.2
CUST_00000225,56,28710,phd,735,1756,False,False,2020-10-11 19:39:04.043164,basic,0.3
CUST_00000226,40,25834,bachelor,757,394,False,True,2024-07-04 19:39:04.043164,basic,0.3
CUST_00000227,23,57248,high_school,451,1443,False,False,2021-08-20 19:39:04.043165,basic,0.6000000000000001
CUST_00000228,29,44709,bachelor,592,933,False,False,2023-01-12 19:39:04.043166,basic,0.4
CUST_00000229,50,27588,master,770,1263,False,False,2022-02-16 19:39:04.043166,basic,0.3
CUST_00000230,29,49356,master,543,1067,False,True,2022-08-31 19:39:04.043167,basic,0.4
CUST_00000231,43,20000,high_school,373,1820,False,True,2020-08-08 19:39:04.043168,basic,0.7
CUST_00000232,40,64425,master,511,2463,False,False,2018-11-04 19:39:04.043168,basic,0.4
CUST_00000233,30,24923,high_school,720,652,False,False,2023-10-20 19:39:04.043169,basic,0.3
CUST_00000234,72,32807,high_school,643,545,False,False,2024-02-04 19:39:04.043170,basic,0.4
CUST_00000235,49,67610,master,425,303,False,False,2024-10-03 19:39:04.043171,basic,0.4
CUST_00000236,18,138153,master,726,1840,False,False,2020-07-19 19:39:04.043171,standard,0.2
CUST_00000237,42,61824,bachelor,459,3735,False,False,2015-05-12 19:39:04.043172,basic,0.4
CUST_00000238,30,62856,bachelor,616,237,False,False,2024-12-08 19:39:04.043173,basic,0.2
CUST_00000239,52,125345,master,628,670,False,False,2023-10-02 19:39:04.043173,basic,0.2
CUST_00000240,28,41167,bachelor,705,1610,False,True,2021-03-06 19:39:04.043174,basic,0.0
CUST_00000241,38,37246,master,613,1106,False,True,2022-07-23 19:39:04.043174,basic,0.2
CUST_00000242,47,91424,bachelor,334,1847,False,False,2020-07-12 19:39:04.043175,basic,0.4
CUST_00000243,52,96325,phd,326,17,False,False,2025-07-16 19:39:04.043176,basic,0.4
CUST_00000244,21,96494,phd,654,2653,False,False,2018-04-28 19:39:04.043176,standard,0.4
CUST_00000245,34,21857,high_school,585,69,False,False,2025-05-25 19:39:04.043177,basic,0.7
CUST_00000246,32,51422,master,732,645,False,False,2023-10-27 19:39:04.043178,standard,0.0
CUST_00000247,30,76354,bachelor,632,353,False,True,2024-08-14 19:39:04.043178,basic,0.2
CUST_00000248,66,81806,bachelor,716,2883,False,False,2017-09-10 19:39:04.043179,standard,0.0
CUST_00000249,46,73990,bachelor,368,352,False,False,2024-08-15 19:39:04.043179,basic,0.4
CUST_00000250,21,44597,high_school,672,511,False,False,2024-03-09 19:39:04.043180,basic,0.4
CUST_00000251,53,66455,bachelor,621,2400,False,False,2019-01-06 19:39:04.043181,basic,0.2
CUST_00000252,71,74758,master,629,844,False,False,2023-04-11 19:39:04.043181,basic,0.4
CUST_00000253,55,27481,high_school,731,2501,False,True,2018-09-27 19:39:04.043182,basic,0.3
CUST_00000254,18,91577,bachelor,540,1184,False,False,2022-05-06 19:39:04.043183,basic,0.6000000000000001
CUST_00000255,32,58069,master,373,90,False,False,2025-05-04 19:39:04.043183,basic,0.4
CUST_00000256,59,60160,bachelor,499,624,False,False,2023-11-17 19:39:04.043184,basic,0.4
CUST_00000257,29,33448,bachelor,502,212,False,False,2025-01-02 19:39:04.043184,basic,0.4
CUST_00000258,46,35958,bachelor,629,73,False,False,2025-05-21 19:39:04.043185,basic,0.2
CUST_00000259,51,44431,bachelor,599,512,False,False,2024-03-08 19:39:04.043186,basic,0.4
CUST_00000260,26,33450,bachelor,731,2617,False,False,2018-06-03 19:39:04.043186,basic,0.0
CUST_00000261,39,104315,master,433,137,False,False,2025-03-18 19:39:04.043187,basic,0.4
CUST_00000262,18,25482,bachelor,639,7,False,False,2025-07-26 19:39:04.043188,basic,0.7
CUST_00000263,24,73560,master,464,2994,False,False,2017-05-22 19:39:04.043188,basic,0.6000000000000001
CUST_00000264,36,53424,bachelor,517,826,False,False,2023-04-29 19:39:04.043189,basic,0.4
CUST_00000265,21,20219,bachelor,605,895,False,False,2023-02-19 19:39:04.043190,basic,0.7
CUST_00000266,64,40105,bachelor,726,2887,False,True,2017-09-06 19:39:04.043190,basic,0.0
CUST_00000267,18,56819,bachelor,587,1319,False,False,2021-12-22 19:39:04.043191,basic,0.6000000000000001
CUST_00000268,33,61953,bachelor,677,1919,False,False,2020-05-01 19:39:04.043191,standard,0.2
CUST_00000269,41,27086,high_school,595,1611,False,False,2021-03-05 19:39:04.043192,basic,0.7
CUST_00000270,61,42082,high_school,675,1036,False,True,2022-10-01 19:39:04.043193,basic,0.2
CUST_00000271,18,28404,high_school,584,1276,False,False,2022-02-03 19:39:04.043193,basic,0.9
CUST_00000272,57,30205,high_school,593,900,False,False,2023-02-14 19:39:04.043194,basic,0.4
CUST_00000273,40,56704,bachelor,515,480,False,False,2024-04-09 19:39:04.043195,basic,0.4
CUST_00000274,25,47688,high_school,809,367,False,False,2024-07-31 19:39:04.043195,basic,0.0
CUST_00000275,46,35664,bachelor,505,211,False,False,2025-01-03 19:39:04.043196,basic,0.4
CUST_00000276,42,23518,high_school,631,478,False,False,2024-04-11 19:39:04.043197,basic,0.5
CUST_00000277,30,35786,bachelor,756,941,False,False,2023-01-04 19:39:04.043197,basic,0.0
CUST_00000278,41,42348,bachelor,384,969,False,False,2022-12-07 19:39:04.043198,basic,0.4
CUST_00000279,34,61210,high_school,471,1259,False,False,2022-02-20 19:39:04.043199,basic,0.4
CUST_00000280,41,93210,master,555,2316,False,False,2019-03-31 19:39:04.043199,basic,0.4
CUST_00000281,49,20000,high_school,647,1155,False,False,2022-06-04 19:39:04.043200,basic,0.5
CUST_00000282,63,37032,bachelor,505,205,False,False,2025-01-09 19:39:04.043200,basic,0.4
